Title,Author,Rating
"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,"4.39 avg rating — 214,451 ratings"
"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,"3.90 avg rating — 166,002 ratings"
"The Alexandria Quartet  (The Alexandria Quartet, #1-4)",Lawrence Durrell,"4.18 avg rating — 12,122 ratings"
"Quantum Roots (Quantum Roots, #1)",Kyle Keyes,"4.27 avg rating — 3,188 ratings"
The Unquiet Bones,Loreth Anne White,"4.18 avg rating — 23,194 ratings"
"Masquerade (Blue Bloods, #2)",Melissa de la Cruz,"3.91 avg rating — 91,991 ratings"
"The Demon King (Seven Realms, #1)",Cinda Williams Chima,"4.16 avg rating — 79,617 ratings"
"Fang (Maximum Ride, #6)",James  Patterson,"4.05 avg rating — 63,222 ratings"
Not What She Seems,Yasmin Angoe,"3.75 avg rating — 17,311 ratings"
"Gabriel's Ghost (Dock Five Universe, #1)",Linnea Sinclair,"3.74 avg rating — 4,468 ratings"
"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer,"4.24 avg rating — 14,681 ratings"
Credence,Penelope Douglas,"3.68 avg rating — 507,917 ratings"
"Bully (Fall Away, #1)",Penelope Douglas,"3.85 avg rating — 219,991 ratings"
"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"3.90 avg rating — 103,998 ratings"
"Doctor Sleep (The Shining, #2)",Stephen        King,"4.13 avg rating — 282,835 ratings"
The Invisible Man,H.G. Wells,"3.63 avg rating — 208,454 ratings"
"The Raven and the Nine (The Viking Blood and Blade Saga, #6)",Peter  Gibbons,"4.49 avg rating — 1,580 ratings"
"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"4.21 avg rating — 223,435 ratings"
"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"4.35 avg rating — 167,747 ratings"
The Sunne in Splendour,Sharon Kay Penman,"4.40 avg rating — 22,380 ratings"
"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R. Ward,"4.28 avg rating — 95,971 ratings"
"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,"3.79 avg rating — 195,119 ratings"
When You Reach Me,Rebecca Stead,"4.08 avg rating — 114,443 ratings"
"Dark Island (Orkney Mysteries, #1)",Daniel Aubrey,"4.12 avg rating — 1,100 ratings"
"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,"4.03 avg rating — 62,848 ratings"
Never,Ken Follett,"4.09 avg rating — 67,832 ratings"
Sons and Lovers,D.H. Lawrence,"3.64 avg rating — 54,805 ratings"
Steel Blood,Gabriel F.W. Koch,"4.35 avg rating — 2,358 ratings"
"After (After, #1)",Anna Todd,"3.72 avg rating — 360,439 ratings"
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,"3.98 avg rating — 285,436 ratings"
The Whalebone Theatre,Joanna   Quinn,"4.05 avg rating — 34,844 ratings"
"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,"4.30 avg rating — 133,366 ratings"
The Romantic,William  Boyd,"4.15 avg rating — 8,384 ratings"
"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,"4.05 avg rating — 111,898 ratings"
One Last Stop,Casey McQuiston,"3.90 avg rating — 266,495 ratings"
"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"4.27 avg rating — 872,814 ratings"
Richard III,William Shakespeare,"3.91 avg rating — 56,771 ratings"
"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner,"4.38 avg rating — 42,243 ratings"
The Hating Game,Sally  Thorne,"3.87 avg rating — 791,262 ratings"
The House on Mango Street,Sandra Cisneros,"3.69 avg rating — 215,923 ratings"
Hunger,Knut Hamsun,"4.04 avg rating — 61,328 ratings"
For the Love of Armin,Michael G. Kramer,"4.30 avg rating — 1,140 ratings"
Seasonable Doubt,Robin      James,"4.43 avg rating — 2,253 ratings"
Quidditch Through the Ages,Kennilworthy Whisp,"3.80 avg rating — 185,459 ratings"
Less Than Zero,Bret Easton Ellis,"3.60 avg rating — 93,700 ratings"
"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs,"4.33 avg rating — 113,951 ratings"
Inside Out & Back Again,Thanhhà Lại,"4.12 avg rating — 64,964 ratings"
"The Emperor (The Emperor, the Son and the Thief, #1)",Robert         Reid,"4.30 avg rating — 5,049 ratings"
"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,"4.01 avg rating — 406,306 ratings"
"Succubus Blues (Georgina Kincaid, #1)",Richelle Mead,"3.94 avg rating — 57,888 ratings"
The Namatjira Connection (Genevieve Lenard #16),Estelle Ryan,"4.36 avg rating — 1,037 ratings"
The Girl Who Loved Tom Gordon,Stephen        King,"3.64 avg rating — 172,618 ratings"
My Name Is Red,Orhan Pamuk,"3.87 avg rating — 59,496 ratings"
Out of Africa,Isak Dinesen,"3.91 avg rating — 46,298 ratings"
"Demonglass (Hex Hall, #2)",Rachel Hawkins,"4.08 avg rating — 94,108 ratings"
Matterhorn,Karl Marlantes,"4.27 avg rating — 45,962 ratings"
L'Écume des jours,Boris Vian,"3.93 avg rating — 40,833 ratings"
The Source,James A. Michener,"4.29 avg rating — 44,774 ratings"
"Win (Windsor Horne Lockwood III, #1)",Harlan Coben,"4.09 avg rating — 75,095 ratings"
Archibald Finch and the Lost Witches (Archibald Finch #1),Michel Guyon,4.07 avg rating — 586 ratings
Shrines of Gaiety,Kate Atkinson,"3.84 avg rating — 39,738 ratings"
In Search of Lost Time,Marcel Proust,"4.34 avg rating — 13,547 ratings"
The Language of Flowers,Vanessa Diffenbaugh,"4.09 avg rating — 228,758 ratings"
Master of the Game,Sidney Sheldon,"4.15 avg rating — 59,195 ratings"
"World After (Penryn & the End of Days, #2)",Susan Ee,"4.14 avg rating — 106,767 ratings"
Crash,J.G. Ballard,"3.59 avg rating — 27,973 ratings"
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"4.10 avg rating — 252,674 ratings"
Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,"3.57 avg rating — 2,005 ratings"
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"3.96 avg rating — 110,225 ratings"
Homecoming Queen,Chad Boudreaux,"4.35 avg rating — 1,079 ratings"
"Smaragdgrün (Edelstein-Trilogie, #3)",Kerstin Gier,"4.21 avg rating — 108,959 ratings"
The Venice Sketchbook,Rhys Bowen,"4.25 avg rating — 79,489 ratings"
"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",Kirsty Moseley,"3.84 avg rating — 77,693 ratings"
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"3.73 avg rating — 1,855,694 ratings"
"America's Daughter (Dancing Soul Trilogy, #2)",Maria Nhambu,"4.30 avg rating — 7,159 ratings"
"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick,"4.28 avg rating — 3,928 ratings"
Fire Prayers: Building Arsenals That Destroy Satanic Kingdoms,John Ramirez,"4.29 avg rating — 5,015 ratings"
"The Final Warning (Maximum Ride, #4)",James  Patterson,"3.85 avg rating — 73,261 ratings"
"Lord of Misrule (The Morganville Vampires, #5)",Rachel Caine,"4.15 avg rating — 48,640 ratings"
Ana Rocha: Shadows of Justice,Ammar Habib,"4.24 avg rating — 5,514 ratings"
"The Past (VanWest, #1)",Kenneth   Thomas,3.93 avg rating — 798 ratings
Portnoy’s Complaint,Philip Roth,"3.70 avg rating — 71,436 ratings"
"Child 44 (Leo Demidov, #1)",Tom Rob Smith,"4.11 avg rating — 88,171 ratings"
"Midnight Alley (The Morganville Vampires, #3)",Rachel Caine,"4.09 avg rating — 61,620 ratings"
Weaveworld,Clive Barker,"4.13 avg rating — 33,400 ratings"
The Sword of Kaigen,M.L. Wang,"4.46 avg rating — 65,075 ratings"
The Complete Stories,Flannery O'Connor,"4.39 avg rating — 40,201 ratings"
The Southern Lawyer (Joe Hennessy Legal Thriller #1),Peter O'Mahoney,"4.22 avg rating — 23,135 ratings"
Bossypants,Tina Fey,"3.96 avg rating — 1,036,247 ratings"
Forty-Ninth,Boris Pronsky,4.20 avg rating — 124 ratings
"Picking Daisies on Sundays (Picking Daisies on Sundays, #1)",Liana Cincotti,"4.03 avg rating — 32,199 ratings"
Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"4.34 avg rating — 150,375 ratings"
The Demigod Files,Rick Riordan,"4.02 avg rating — 119,723 ratings"
Insomnia,Stephen        King,"3.84 avg rating — 163,677 ratings"
"Moloka'i (Moloka'i, #1)",Alan Brennert,"4.20 avg rating — 136,843 ratings"
"Soulless (Parasol Protectorate, #1)",Gail Carriger,"3.90 avg rating — 112,859 ratings"
The Night Tiger,Yangsze Choo,"3.86 avg rating — 64,418 ratings"
You Shouldn't Be Here,Lauren Thoman,"3.70 avg rating — 9,620 ratings"
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"3.75 avg rating — 206,112 ratings"
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,"3.99 avg rating — 69,292 ratings"
Eye of the Needle,Ken Follett,"4.21 avg rating — 164,595 ratings"
Katherine,Anya Seton,"4.21 avg rating — 34,812 ratings"
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"3.66 avg rating — 137,617 ratings"
"The Survival Rule (Rain City Legal, #3)",Stephen Penner,"4.20 avg rating — 3,445 ratings"
Medea,Euripides,"3.95 avg rating — 83,270 ratings"
Red Storm Rising,Tom Clancy,"4.21 avg rating — 83,149 ratings"
Crying in H Mart,Michelle Zauner,"4.25 avg rating — 531,179 ratings"
"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,"4.14 avg rating — 140,495 ratings"
"Torn (Trylle, #2)",Amanda Hocking,"4.03 avg rating — 71,771 ratings"
The Age of AI and Our Human Future,Henry Kissinger,"3.45 avg rating — 4,775 ratings"
"On the Island (On the Island, #1)",Tracey Garvis Graves,"4.11 avg rating — 86,084 ratings"
Know My Name,Chanel Miller,"4.69 avg rating — 236,633 ratings"
"Icebreaker (UCMH, #1)",Hannah  Grace,"3.77 avg rating — 1,139,965 ratings"
"Hunt Them Down (Pierce Hunt, #1)",Simon Gervais,"4.27 avg rating — 11,311 ratings"
"One Last Kill (Tracy Crosswhite, #10)",Robert Dugoni,"4.48 avg rating — 22,267 ratings"
"This Man (This Man, #1)",Jodi Ellen Malpas,"4.05 avg rating — 116,860 ratings"
"The Stolen Heir (The Stolen Heir Duology, #1)",Holly Black,"3.94 avg rating — 149,859 ratings"
Post Office,Charles Bukowski,"3.93 avg rating — 134,236 ratings"
About a Boy,Nick Hornby,"3.80 avg rating — 139,412 ratings"
"Neverseen (Keeper of the Lost Cities, #4)",Shannon Messenger,"4.57 avg rating — 52,770 ratings"
Toe to Toe (Nonie Broussard Ghost Tracker Series),Deborah Leblanc,"4.22 avg rating — 5,649 ratings"
Pompeii: A Novel,Robert   Harris,"3.87 avg rating — 50,351 ratings"
Intensity,Dean Koontz,"4.04 avg rating — 90,371 ratings"
"Hell's Corner (The Camel Club, #5)",David Baldacci,"4.19 avg rating — 42,972 ratings"
"Lady, in Waiting (The Tudor Court #3)",Karen Heenan,4.35 avg rating — 654 ratings
"Defy Me (Shatter Me, #5)",Tahereh Mafi,"4.27 avg rating — 314,441 ratings"
"Death Note, Vol. 1: Boredom (Death Note, #1)",Tsugumi Ohba,"4.47 avg rating — 338,287 ratings"
The Girl Who Drank the Moon,Kelly Barnhill,"4.12 avg rating — 109,097 ratings"
"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,"3.92 avg rating — 154,351 ratings"
The Savage Detectives,Roberto Bolaño,"4.17 avg rating — 48,996 ratings"
Coma,Robin Cook,"3.88 avg rating — 52,662 ratings"
"The Nowhere Man (Orphan X, #2)",Gregg Hurwitz,"4.16 avg rating — 29,860 ratings"
Self-Reliance and Other Essays,Ralph Waldo Emerson,"4.12 avg rating — 19,986 ratings"
"The Testing (The Testing, #1)",Joelle Charbonneau,"4.05 avg rating — 80,278 ratings"
"Seeking Fairness at Work: Cracking the New Code of Greater Employee Engagement, Retention & Satisfaction",Hanna  Hasl-Kelchner,"4.39 avg rating — 1,510 ratings"
The Collected Poems of W.B. Yeats,W.B. Yeats,"4.23 avg rating — 39,595 ratings"
Table 21,T. Rafael Cimino,3.68 avg rating — 444 ratings
"Paranormalcy (Paranormalcy, #1)",Kiersten White,"3.88 avg rating — 99,064 ratings"
"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,"4.31 avg rating — 26,688 ratings"
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,"3.90 avg rating — 212,723 ratings"
"Abhorsen (Abhorsen, #3)",Garth Nix,"4.25 avg rating — 126,769 ratings"
Nobody Loves a Bigfoot Like a Bigfoot Babe,Simon Okill,3.95 avg rating — 145 ratings
Warbreaker,Brandon Sanderson,"4.30 avg rating — 250,604 ratings"
2666,Roberto Bolaño,"4.21 avg rating — 45,789 ratings"
"Finale (Caraval, #3)",Stephanie Garber,"4.14 avg rating — 318,119 ratings"
"Skyward (Skyward, #1)",Brandon Sanderson,"4.47 avg rating — 157,626 ratings"
Dark State (Jason Trapp #1),Jack     Slater,"4.43 avg rating — 19,474 ratings"
Search and Destroy (Tom Rollins Thriller #10),Paul Heatley,"4.47 avg rating — 2,836 ratings"
Switch! The Lost Kingdoms of Karibu,Karen  Prince,4.18 avg rating — 510 ratings
"The Diviners (The Diviners, #1)",Libba Bray,"3.94 avg rating — 100,629 ratings"
Get Rich or Get Lucky,Max Nowaz,"4.25 avg rating — 13,248 ratings"
The Man Without A Face (Peter Black #2),David Archer,"4.39 avg rating — 4,563 ratings"
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"3.81 avg rating — 74,818 ratings"
"How It Unfolds (The Far Reaches, #1)",James S.A. Corey,"3.99 avg rating — 11,621 ratings"
We Should All Be Feminists,Chimamanda Ngozi Adichie,"4.40 avg rating — 316,504 ratings"
Blackbird (Hart's Ridge #9),Kay Bratt,"4.59 avg rating — 3,766 ratings"
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,"really liked it 4.00 avg rating — 474,266 ratings"
"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,"3.90 avg rating — 217,808 ratings"
The Assassin's Betrayal (Jason Drake #1),Auston King,"4.30 avg rating — 5,156 ratings"
"Swift Judgment (Nate Shepherd, #7)",Michael  Stagg,"4.43 avg rating — 2,947 ratings"
Savage Grounds (Dalton Savage #1),L.T. Ryan,"4.26 avg rating — 7,511 ratings"
"Deep Sleep (Devin Gray, #1)",Steven Konkoly,"4.08 avg rating — 13,192 ratings"
The Last Temptation of Christ,Nikos Kazantzakis,"4.18 avg rating — 15,144 ratings"
The Right Stuff,Tom Wolfe,"4.23 avg rating — 54,456 ratings"
"Opposition (Lux, #5)",Jennifer L. Armentrout,"4.32 avg rating — 88,514 ratings"
Nicholas Nickleby,Charles Dickens,"3.94 avg rating — 46,030 ratings"
Black Hawk Down: A Story of Modern War,Mark Bowden,"4.30 avg rating — 67,434 ratings"
Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,"3.65 avg rating — 193,943 ratings"
The Kitchen House,Kathleen Grissom,"4.23 avg rating — 292,096 ratings"
"Open Season (Breed Thriller, #2)",Cameron Curtis,"4.45 avg rating — 3,802 ratings"
"The Darkest Night (Lords of the Underworld, #1)",Gena Showalter,"4.05 avg rating — 85,436 ratings"
"Hannibal (Hannibal Lecter, #3)",Thomas  Harris,"3.82 avg rating — 113,218 ratings"
Oil and Marble,Stephanie Storey,"4.08 avg rating — 11,011 ratings"
"The Fiery Heart (Bloodlines, #4)",Richelle Mead,"4.34 avg rating — 79,094 ratings"
Move to Millions: The Proven Framework to Become a Million Dollar CEO with Grace & Ease Instead of Hustle & Grind,Darnyelle Jervey Harmon,"4.29 avg rating — 8,541 ratings"
"No Plan B (Jack Reacher, #27)",Lee Child,"3.98 avg rating — 60,455 ratings"
"Origin (Robert Langdon, #5)",Dan    Brown,"3.90 avg rating — 343,766 ratings"
"Heist Society (Heist Society, #1)",Ally Carter,"3.92 avg rating — 94,440 ratings"
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,"3.87 avg rating — 105,869 ratings"
"Lessons In Faking (Hall Beck University, #1)",Selina Mae,"3.84 avg rating — 4,097 ratings"
This Side of Paradise,F. Scott Fitzgerald,"3.64 avg rating — 77,838 ratings"
"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,"3.90 avg rating — 168,138 ratings"
Suttree,Cormac McCarthy,"4.20 avg rating — 26,423 ratings"
The Second Sex,Simone de Beauvoir,"4.18 avg rating — 45,162 ratings"
"Noble House (Asian Saga, #5)",James Clavell,"4.27 avg rating — 41,803 ratings"
"The Steel Wave (World War II: 1939-1945, #2)",Jeff Shaara,"4.28 avg rating — 8,015 ratings"
"Rebel Angels (Gemma Doyle, #2)",Libba Bray,"3.95 avg rating — 111,526 ratings"
Catch the Sun,Jennifer Hartmann,"4.28 avg rating — 22,088 ratings"
"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"4.11 avg rating — 242,516 ratings"
As a Man Thinketh,James Allen,"4.24 avg rating — 92,435 ratings"
"Quicker (Ell Donsaii, #1)",Laurence E. Dahners,"4.31 avg rating — 3,639 ratings"
Shadow's Siege (Shadow Island #15),Mary Stone,"4.61 avg rating — 3,750 ratings"
"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,"4.26 avg rating — 175,316 ratings"
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"3.73 avg rating — 1,855,694 ratings"
Book of a Thousand Days,Shannon Hale,"3.97 avg rating — 55,709 ratings"
"The King's Men (All for the Game, #3)",Nora Sakavic,"4.58 avg rating — 73,561 ratings"
The Maid's Diary,Loreth Anne White,"4.22 avg rating — 102,336 ratings"
"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"3.95 avg rating — 107,919 ratings"
"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,"4.44 avg rating — 360,367 ratings"
"Wither (The Chemical Garden, #1)",Lauren DeStefano,"3.80 avg rating — 100,610 ratings"
"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,"4.12 avg rating — 179,715 ratings"
More Than This,Patrick Ness,"3.94 avg rating — 68,885 ratings"
"Magic Strikes (Kate Daniels, #3)",Ilona Andrews,"4.43 avg rating — 89,421 ratings"
The Last Run (Peter Black #6),David Archer,"4.35 avg rating — 2,053 ratings"
The Alignment Problem: Machine Learning and Human Values,Brian  Christian,"4.36 avg rating — 4,307 ratings"
"Feast of Fools (The Morganville Vampires, #4)",Rachel Caine,"4.15 avg rating — 54,606 ratings"
Second Son (Second Son Chronicles #1),Pamela   Taylor,"4.27 avg rating — 1,569 ratings"
"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,"3.80 avg rating — 72,527 ratings"
The End of Eternity,Isaac Asimov,"4.24 avg rating — 60,124 ratings"
The Last Guardian (Clayton White #3),Simon Gervais,"4.38 avg rating — 3,243 ratings"
Suite Française,Irène Némirovsky,"3.86 avg rating — 76,613 ratings"
"The Daughter of Time (Inspector Alan Grant, #5)",Josephine Tey,"3.90 avg rating — 36,640 ratings"
The Rum Diary,Hunter S. Thompson,"3.85 avg rating — 64,152 ratings"
"Wool Omnibus (Silo, #1)",Hugh Howey,"4.20 avg rating — 358,438 ratings"
What Happened,Hillary Rodham Clinton,"3.92 avg rating — 60,454 ratings"
"National Security (Jericho Quinn, #1)",Marc Cameron,"4.13 avg rating — 8,933 ratings"
Solitaire,Alice Oseman,"3.92 avg rating — 135,665 ratings"
"The Snowman (Harry Hole, #7)",Jo Nesbø,"4.02 avg rating — 146,710 ratings"
"Exile (Keeper of the Lost Cities, #2)",Shannon Messenger,"4.47 avg rating — 65,663 ratings"
Percy Jackson's Greek Gods,Rick Riordan,"4.43 avg rating — 94,183 ratings"
"Leviathan (Leviathan, #1)",Scott Westerfeld,"3.92 avg rating — 93,842 ratings"
The Cases Nobody Wanted (O'Shaughnessy Investigations Inc. Mystery Series Book 1),A.G. Russo,"4.36 avg rating — 2,148 ratings"
Long Day’s Journey into Night,Eugene O'Neill,"4.05 avg rating — 42,174 ratings"
